ID_Transaksi,Umur_Pelanggan,Pendapatan_Bulanan,Jumlah_Item,Total_Belanja,Kategori_Produk
2135,42,6645289,5,1363781,Fashion
2136,24,12531792,5,1204969,Fashion
2137,63,10893518,8,2925656,Makanan
2138,56,13830166,9,938467,Makanan
2139,28,11011698,7,1399815,Fashion
2140,43,4029341,5,2337842,Fashion
2141,24,5017465,3,918329,Elektronik
2142,41,12915523,1,430149,Fashion
2143,62,4402114,9,1609624,Fashion
2144,20,13868407,5,2232293,Makanan
2145,49,3769617,9,2638160,Fashion
2146,17,12827369,4,2879380,Elektronik
2147,35,4848039,5,2358970,Fashion
2148,47,11026117,4,1319343,Makanan
2149,32,12785237,2,746403,Makanan
2150,30,7369337,1,217659,Makanan
2151,64,2880432,8,2140717,Makanan
2152,21,10855603,4,563993,Fashion
2153,57,8227740,5,1037358,Elektronik
2154,42,9857997,6,560684,Elektronik
2155,44,9140782,8,651303,Elektronik
2156,18,6884299,8,1447928,Fashion
2157,22,5939625,7,2008216,Fashion
2158,25,3629618,4,2095481,Fashion
2159,49,5374775,6,2696785,Elektronik
2160,57,12578610,4,1603603,Fashion
2161,41,13381957,7,1446615,Fashion
2162,64,7983359,1,779695,Makanan
2163,29,9694867,5,1252701,Makanan
2164,25,11631130,4,2928064,Elektronik
2165,29,4568101,7,2099300,Makanan
2166,47,11354933,9,2545383,Makanan
2167,57,14386544,5,1326849,Makanan
2168,27,3297776,4,2460412,Fashion
2169,20,12429823,9,203023,Makanan
2170,50,9646638,5,279351,Makanan
2171,54,7697478,9,366575,Makanan
2172,62,12195925,8,847163,Fashion
2173,20,5702590,4,724104,Elektronik
2174,54,14160696,7,2523908,Fashion
2175,35,11872310,5,2063491,Fashion
2176,22,7447483,4,2675374,Makanan
2177,50,10018205,5,1175521,Elektronik
2178,34,6928476,5,825842,Makanan
2179,29,5886613,9,966875,Makanan
2180,57,6010442,9,2768386,Elektronik
2181,39,14692691,6,1719208,Elektronik
2182,35,5304860,4,189244,Fashion
2183,61,10722856,2,1650222,Elektronik
2184,27,10096297,3,771673,Fashion
2185,17,7720673,2,1228350,Fashion
2186,40,2661440,5,2641090,Makanan
2187,23,3193502,6,539922,Makanan
2188,41,9014511,5,291830,Makanan
2189,37,10022417,2,2286028,Elektronik
2190,31,5329782,5,1015098,Elektronik
2191,17,8856825,9,2356972,Fashion
2192,28,7116176,4,661477,Fashion
2193,23,11143589,2,379669,Fashion
2194,31,2381325,3,2770688,Elektronik
2195,37,11202134,3,598892,Fashion
2196,35,2963544,9,2038215,Fashion
2197,45,4426062,4,2112160,Elektronik
2198,41,10209517,1,2840430,Makanan
2199,49,9495095,1,2276868,Elektronik
2200,48,8030613,7,1804785,Fashion
2201,51,10994359,7,2309071,Makanan
2202,60,12127222,2,584968,Elektronik
2203,54,13820946,9,145619,Makanan
2204,42,10862264,9,105037,Makanan
2205,27,2958379,5,2771409,Fashion
2206,51,7268961,3,1209691,Elektronik
2207,24,13290492,3,2206066,Fashion
2208,62,6027187,3,1780245,Elektronik
2209,30,7888852,6,1205831,Elektronik
2210,26,9138780,4,2681789,Elektronik
2211,18,8326981,8,1566871,Makanan
2212,62,2006464,5,1552612,Makanan
2213,25,11978034,1,256068,Fashion
2214,19,5725530,9,602813,Elektronik
2215,37,3161140,1,1366668,Elektronik
2216,42,11807375,6,588786,Makanan
2217,24,5613163,1,109790,Elektronik
2218,64,13042682,3,2023740,Fashion
2219,18,12223676,5,2173397,Elektronik
2220,22,12232885,7,2193811,Elektronik
2221,44,8485671,8,1610341,Makanan
2222,45,7790233,9,2746314,Elektronik
2223,42,2265039,6,354661,Fashion
2224,41,11780187,9,2798058,Fashion
2225,28,4076259,8,650173,Fashion
2226,21,7161545,9,620638,Fashion
2227,50,12589887,4,1962187,Makanan
2228,64,14679338,9,2925691,Elektronik
2229,53,13435280,7,357157,Makanan
2230,31,11449146,5,2908715,Fashion
2231,60,8324758,5,89913,Elektronik
2232,52,3396102,1,1333813,Makanan
2233,31,2004011,2,1406539,Elektronik
2234,59,3964724,3,2229320,Fashion
2235,64,14602694,8,1453400,Fashion
2236,39,10821549,6,2093937,Elektronik
2237,22,13577795,5,1070131,Elektronik
2238,62,4708685,1,2867422,Fashion
2239,60,8814285,9,1777421,Makanan
2240,59,2603151,3,446076,Fashion
2241,61,12211935,3,99875,Elektronik
2242,37,9372801,2,2293143,Makanan
2243,39,14315057,4,1590665,Fashion
2244,59,9364732,2,1108162,Elektronik
2245,32,10111184,9,2199138,Elektronik
2246,63,9285387,7,1383775,Elektronik
2247,31,12228885,8,478106,Makanan
2248,41,7102367,3,506297,Makanan
2249,52,6500328,6,2700247,Makanan
2250,27,6308307,6,1167201,Makanan
2251,31,6444910,1,368461,Elektronik
2252,20,2731636,6,2580346,Elektronik
2253,37,8481093,3,1377153,Makanan
2254,29,2686290,3,1699383,Makanan
2255,38,12149777,3,814634,Elektronik
2256,35,9553925,8,2277995,Fashion
2257,50,12169440,5,682621,Fashion
2258,30,5216662,4,2086287,Elektronik
2259,20,8871574,9,205205,Makanan
2260,64,4364825,9,573566,Makanan
2261,62,14310988,1,2721757,Elektronik
2262,43,12842502,2,441374,Fashion
2263,45,4180139,8,2737390,Elektronik
2264,63,5719194,5,2731052,Elektronik
2265,44,5283737,7,114873,Elektronik
2266,51,3432672,1,1738656,Makanan
2267,24,2564174,5,792138,Makanan
2268,32,3622563,3,243074,Makanan
2269,58,7857846,2,2641088,Fashion
2270,52,8841023,2,2840891,Elektronik
2271,46,12917082,9,1638095,Elektronik
2272,34,12596536,4,1664027,Fashion
2273,18,14160068,4,2515860,Makanan
2274,29,4465596,7,1877331,Elektronik
2275,20,9718454,2,1052987,Fashion
2276,42,6405113,3,1471672,Makanan
2277,41,3413967,3,2324334,Makanan
2278,46,5387990,6,1800914,Elektronik
2279,27,13640438,3,1826305,Makanan
2280,23,7066447,5,2545120,Fashion
2281,47,9718221,4,1647371,Makanan
2282,60,8856604,3,528921,Elektronik
2283,26,13799705,8,1747089,Fashion
2284,55,12071586,3,1352871,Makanan
2285,29,13462734,6,160282,Makanan
2286,47,4619222,7,271538,Makanan
2287,23,3935772,7,241958,Fashion
2288,58,8398497,2,2479855,Makanan
2289,58,6568672,3,1623846,Elektronik
2290,52,4422952,4,821393,Fashion
2291,36,5222018,7,1284491,Fashion
2292,20,9396665,2,2748177,Makanan
2293,23,3861663,3,2957220,Fashion
2294,17,7363998,7,1443570,Elektronik
2295,60,11440298,7,2043412,Fashion
2296,61,13298694,3,232506,Elektronik
2297,58,2049768,1,1815207,Makanan
2298,63,13844608,3,2209878,Fashion
2299,29,7167373,5,2812620,Elektronik
2300,38,14166879,7,643184,Makanan
2301,37,4263557,4,223625,Elektronik
2302,38,4100326,1,819680,Fashion
2303,44,10506377,6,1412797,Fashion
2304,25,2297542,2,2150777,Elektronik
2305,42,4526297,3,2148375,Makanan
2306,25,13669729,4,240375,Makanan
2307,31,7628573,6,115197,Makanan
2308,26,10091363,6,1335062,Makanan
2309,40,6961172,7,1570974,Elektronik
2310,58,2928864,5,1487912,Fashion
2311,24,7908553,7,1549758,Elektronik
2312,40,14451442,2,1389744,Fashion
2313,32,8508526,1,1562115,Fashion
2314,42,14981929,8,859634,Elektronik
2315,43,10140594,1,1150100,Elektronik
2316,53,11320383,2,1797844,Makanan
2317,20,4466511,6,1527859,Fashion
2318,40,5295784,1,452576,Makanan
2319,35,13360287,3,410372,Makanan
2320,52,8435389,7,1203331,Elektronik
2321,55,9422235,8,2425289,Makanan
2322,26,6134608,4,1637484,Makanan
2323,41,9532351,3,2008279,Makanan
2324,34,3248749,1,1643057,Elektronik
2325,35,12987706,9,887991,Makanan
2326,52,2676337,6,333392,Makanan
2327,26,4023553,6,1537644,Elektronik
2328,49,4096419,9,1948418,Elektronik
2329,21,9166065,1,59012,Elektronik
2330,63,5742918,6,1145603,Fashion
2331,51,14675084,5,395938,Elektronik
2332,60,2544344,6,2958683,Fashion
2333,50,3187030,8,2970576,Elektronik
2334,49,11492923,5,1064416,Elektronik
2335,37,10208149,2,2002894,Elektronik
2336,33,10437247,2,2849888,Fashion
2337,38,12938814,5,1119077,Makanan
2338,64,8730713,3,783349,Elektronik
2339,53,10985290,3,678021,Fashion
2340,31,6524105,8,327354,Elektronik
2341,51,13299352,7,1227052,Makanan
2342,44,3880164,1,1959233,Fashion
2343,23,6376751,5,750849,Elektronik
2344,48,12834346,9,2371141,Elektronik
2345,27,6869236,4,900153,Elektronik
2346,26,2380069,1,2635412,Makanan
2347,25,14587048,8,2627046,Fashion
2348,30,12547628,5,1270598,Elektronik
2349,29,12830167,2,2344135,Elektronik
2350,41,13304359,1,1654313,Fashion
2351,18,2110957,3,2498629,Makanan
2352,51,6734071,9,1905251,Makanan
2353,23,6313696,1,559590,Makanan
2354,37,6854487,4,1652243,Makanan
2355,34,4877668,8,832734,Makanan
2356,19,7444408,8,574338,Elektronik
2357,58,11194625,8,2711645,Elektronik
2358,55,13769183,8,1900170,Elektronik
2359,57,11250109,4,2815617,Fashion
2360,27,14848776,8,2577009,Makanan
2361,55,14864323,9,1634492,Fashion
2362,40,3195344,7,2320256,Makanan
2363,62,11073936,2,1556821,Makanan
2364,35,8606964,9,2447812,Fashion
2365,20,2416561,8,399301,Elektronik
2366,42,6245871,5,1493268,Fashion
2367,54,13464871,3,169558,Elektronik
2368,58,10324436,7,2450096,Makanan
2369,48,12157969,2,610076,Elektronik
2370,55,9156406,3,1219330,Makanan
2371,61,6801436,9,2435536,Makanan
2372,62,14149321,4,554204,Elektronik
2373,52,8931344,4,2551290,Makanan
2374,56,2624913,3,900630,Elektronik
2375,53,11909801,5,1827538,Fashion
2376,49,11306607,3,324233,Makanan
2377,52,4928339,9,606888,Makanan
2378,19,12422372,3,227248,Fashion
2379,25,9373356,2,1893175,Makanan
2380,24,10783376,5,398109,Fashion
2381,49,6245576,6,437684,Fashion
2382,22,10637872,1,1854473,Makanan
2383,57,8979740,6,2964999,Fashion
2384,55,14395230,3,1565445,Fashion
2385,20,14213585,4,1856437,Fashion
2386,29,10625146,6,1717194,Makanan
2387,18,6709751,8,1157226,Fashion
2388,21,5609134,9,1566660,Elektronik
2389,60,10542314,6,1099191,Elektronik
2390,43,13729160,7,750972,Fashion
2391,48,8630604,5,572915,Elektronik
2392,37,2827150,9,1783308,Makanan
2393,24,9453659,4,2517108,Fashion
2394,54,3786852,6,2477171,Makanan
2395,24,8580470,5,1160276,Elektronik
2396,19,9377426,1,58109,Elektronik
2397,60,7032793,5,2170910,Elektronik
2398,19,7322675,5,793987,Elektronik
2399,38,14925465,9,945024,Makanan
2400,22,10139480,1,587605,Fashion
2401,18,2042137,5,250073,Makanan
2402,39,11830553,7,1612485,Fashion
2403,60,2138925,6,1124198,Elektronik
2404,18,4633819,6,2656063,Elektronik
2405,54,7412319,7,581088,Elektronik
2406,33,5294900,6,1868733,Elektronik
2407,51,14184706,5,283259,Makanan
2408,50,2375233,5,2805112,Fashion
2409,39,13928338,9,1708027,Fashion
2410,46,12948880,8,1850917,Elektronik
2411,24,12123243,4,328833,Makanan
2412,38,3957792,4,917891,Elektronik
2413,60,7028427,5,2185621,Fashion
2414,52,10612670,3,1754894,Fashion
2415,21,12543746,8,2121979,Makanan
2416,29,2431978,7,2993596,Fashion
2417,45,5502646,5,1158597,Makanan
2418,47,5891865,3,1580732,Elektronik
2419,63,7983943,5,2329006,Elektronik
2420,32,6150579,3,518735,Makanan
2421,58,11542499,5,1647506,Elektronik
2422,46,11090822,1,1439723,Makanan
2423,32,8986595,6,2671645,Elektronik
2424,28,3760143,4,929377,Elektronik
2425,33,10614295,4,1845580,Fashion
2426,32,7539004,8,973195,Fashion
2427,28,13328309,2,2186061,Makanan
2428,24,4242365,4,2133913,Elektronik
2429,36,4761856,2,2428800,Elektronik
2430,19,4071088,1,1556062,Elektronik
2431,32,4113048,3,1194274,Fashion
2432,46,2029813,8,2074131,Makanan
2433,61,10079823,6,1006302,Makanan
2434,39,5211407,7,754690,Makanan
2435,44,6860345,2,2234239,Elektronik
2436,56,7971143,6,787392,Makanan
2437,21,14323996,8,2325206,Fashion
2438,36,8501211,8,1257092,Fashion
2439,56,10662149,4,2181723,Makanan
2440,60,10296335,6,273023,Elektronik
2441,17,14137807,5,1978288,Fashion
2442,46,8646854,9,2886730,Fashion
2443,37,3615181,8,2716478,Elektronik
2444,36,13713322,2,2115926,Elektronik
2445,22,6034649,7,2978752,Makanan
2446,38,13527501,7,783442,Fashion
2447,34,14234950,1,1041806,Fashion
2448,24,3350816,1,950485,Makanan
2449,55,12801689,4,919733,Makanan
2450,48,11158956,5,2284126,Fashion
2451,49,8767315,4,1951766,Fashion
2452,32,7101118,7,2174202,Elektronik
2453,28,4821058,3,411949,Elektronik
2454,54,12425779,7,1304234,Fashion
2455,50,2458819,8,1606304,Fashion
2456,30,3208060,6,1987041,Elektronik
2457,52,7353369,6,1175269,Makanan
2458,49,2444874,8,2449540,Makanan
2459,39,7685645,8,1375682,Fashion
2460,61,5928683,7,281898,Fashion
2461,18,12497309,6,2509991,Elektronik
2462,57,13998768,6,2919875,Fashion
2463,37,7001945,6,2395095,Makanan
2464,18,8922795,8,1188964,Elektronik
2465,43,4054048,1,1850156,Elektronik
2466,25,3063692,5,127332,Makanan
2467,17,6738637,3,2116462,Makanan
2468,27,11332439,8,758854,Elektronik
2469,19,6230013,6,1211242,Fashion
2470,39,8072929,2,701336,Makanan
2471,42,13463403,7,836360,Elektronik
2472,20,12119449,7,395184,Fashion
2473,34,14262299,5,1734128,Fashion
2474,22,14812079,8,735401,Elektronik
2475,51,6051939,5,2944299,Makanan
2476,38,14887975,1,1513595,Fashion
2477,59,2869953,9,2609274,Makanan
2478,31,12971881,4,1946734,Elektronik
2479,38,5098056,2,954640,Makanan
2480,53,12704982,4,218147,Fashion
2481,58,2713806,9,1294235,Elektronik
2482,28,8999244,2,2462944,Fashion
2483,63,6193616,4,2692574,Fashion
2484,58,9084335,2,820545,Elektronik
2485,54,5439187,5,892575,Elektronik
2486,34,8423827,3,1167699,Makanan
2487,61,8674106,2,2635927,Elektronik
2488,51,7216813,9,226225,Makanan
2489,46,13146114,5,1756349,Elektronik
2490,40,2750774,5,1085992,Fashion
2491,58,5357963,1,1252203,Makanan
2492,46,9073575,6,2871505,Elektronik
2493,30,2924993,7,2614368,Makanan
2494,22,2353791,1,606552,Makanan
2495,19,13828835,9,1335406,Makanan
2496,32,3384525,8,490769,Fashion
2497,23,5517778,8,2332583,Elektronik
2498,30,9719585,7,946317,Elektronik
2499,25,2116220,5,1852258,Makanan
2500,31,2221421,3,1239456,Elektronik
2501,37,10737925,9,688960,Fashion
2502,51,6982732,7,350489,Makanan
2503,18,14309695,8,1561409,Fashion
2504,43,13316579,6,1662086,Fashion
2505,18,11421077,5,1156331,Elektronik
2506,51,13537425,8,224811,Elektronik
2507,34,11719987,3,2325962,Makanan
2508,30,5658997,7,2112833,Fashion
2509,36,8897012,2,2776577,Elektronik
2510,34,14930098,3,2507806,Makanan
2511,26,3417191,2,1722115,Makanan
2512,41,5347526,5,1010905,Elektronik
2513,18,5477983,7,2817892,Fashion
2514,41,14820015,1,2427508,Makanan
2515,49,10109074,9,1388894,Elektronik
2516,52,2689925,1,1498653,Makanan
2517,47,12575002,1,678937,Elektronik
2518,30,11435754,8,625607,Makanan
2519,17,11591140,6,1800664,Fashion
2520,62,4681478,6,2564731,Makanan
2521,32,4993220,9,1186422,Elektronik
2522,62,11148938,4,2317524,Elektronik
2523,19,4932878,8,104808,Elektronik
2524,51,4830527,4,973447,Fashion
2525,57,8173049,2,2714056,Elektronik
2526,22,8814276,8,809103,Elektronik
2527,41,2822564,7,2303511,Fashion
2528,29,10242184,4,2012965,Elektronik
2529,50,12784014,9,2836483,Elektronik
2530,24,7044316,9,106152,Fashion
2531,37,7658565,8,92351,Makanan
2532,50,5471888,1,1813976,Elektronik
2533,20,12531993,7,277977,Makanan
2534,41,12457492,5,1483097,Fashion
2535,31,10256327,7,110616,Elektronik
2536,20,9537812,9,1344885,Elektronik
2537,61,4548600,2,2430421,Fashion
2538,28,6943114,4,2634462,Elektronik
2539,48,7198245,4,2590764,Makanan
2540,48,12592071,2,463612,Makanan
2541,44,14093033,3,2501957,Fashion
2542,29,14304855,8,2928596,Elektronik
2543,47,3985404,9,2664093,Elektronik
2544,30,9741986,6,662404,Fashion
2545,36,8787702,2,169233,Makanan
2546,34,4126861,2,2055053,Makanan
2547,45,5779337,7,63869,Fashion
2548,22,4051723,8,509410,Elektronik
2549,48,8289189,8,636455,Makanan
2550,45,3048939,6,1342334,Elektronik
2551,59,14331126,8,717482,Makanan
2552,18,6689133,1,2398688,Elektronik
2553,39,6178465,9,2693117,Makanan
2554,35,10785064,1,471439,Elektronik
2555,47,7708297,3,473030,Fashion
2556,21,2898704,9,2272814,Makanan
2557,35,14149698,5,2623979,Fashion
2558,50,10563645,9,2583553,Makanan
2559,26,14791518,9,2748234,Makanan
2560,41,7243762,6,2187655,Makanan
2561,18,9753472,1,1904522,Elektronik
2562,27,10231691,7,2727636,Makanan
2563,47,13264870,6,2070779,Fashion
2564,31,14571139,9,657612,Elektronik
2565,25,13660201,7,468277,Elektronik
2566,39,11418124,4,1763883,Makanan
2567,35,3696609,7,1572872,Elektronik
2568,25,5569769,2,2494846,Makanan
2569,51,5609684,6,916763,Fashion
2570,37,2028885,6,200424,Elektronik
2571,25,6590723,2,2345339,Elektronik
2572,44,4812753,4,618043,Fashion
2573,62,6589764,8,1989304,Fashion
2574,23,14943378,8,1721218,Makanan
2575,32,5129985,8,2481284,Elektronik
2576,32,3379339,8,874353,Fashion
2577,49,4118736,1,502219,Elektronik
2578,20,12232137,2,2980252,Fashion
2579,20,10045409,4,1801674,Elektronik
2580,55,2819973,9,249395,Fashion
2581,56,4650503,3,358293,Elektronik
2582,33,3118844,6,2949423,Makanan
2583,53,13266354,7,2667876,Elektronik
2584,55,14184842,8,1625019,Makanan
2585,45,11817534,7,1498811,Makanan
2586,52,7701048,3,1677376,Makanan
2587,54,5894142,6,1971158,Elektronik
2588,55,13704971,5,2797481,Elektronik
2589,53,8462280,4,2646279,Makanan
2590,51,9042049,1,1371648,Fashion
2591,23,7638663,7,2457721,Elektronik
2592,43,11846521,8,1696998,Elektronik
2593,44,12356362,2,2781315,Elektronik
2594,38,8226659,7,2364341,Elektronik
2595,30,11635337,6,698552,Makanan
2596,23,4781652,5,1278622,Fashion
2597,53,4091219,4,2519487,Fashion
2598,38,11376775,2,1278391,Fashion
2599,21,6217635,6,2619823,Fashion
2600,18,14605916,5,1097697,Makanan
2601,43,13772777,2,251107,Elektronik
2602,37,13391435,7,1005181,Elektronik
2603,54,13938044,6,2727761,Makanan
2604,31,10836621,9,2256550,Elektronik
2605,37,4286319,5,1419693,Makanan
2606,26,2931253,9,1675278,Fashion
2607,39,3844053,9,468818,Makanan
2608,55,2542955,1,1347325,Elektronik
2609,21,13938835,5,1390412,Elektronik
2610,17,5307735,9,2515254,Elektronik
2611,29,6791126,7,1409470,Fashion
2612,37,12186886,6,1084416,Makanan
2613,42,13697032,6,1513552,Makanan
2614,61,10761753,7,1429176,Elektronik
2615,37,13842981,1,1909093,Makanan
2616,34,4053413,4,2432221,Elektronik
2617,53,8685941,1,842047,Makanan
2618,61,11074219,6,564004,Fashion
2619,48,3657387,4,1560111,Fashion
2620,52,4791241,1,2681045,Makanan
2621,33,13025782,9,69192,Fashion
2622,51,10037821,4,1936338,Fashion
2623,27,3220985,6,1327040,Fashion
2624,37,13967877,7,1410669,Elektronik
2625,42,10734352,8,1166958,Makanan
2626,20,12417202,9,673521,Makanan
2627,50,12232049,9,2140293,Elektronik
2628,64,4604325,8,1419338,Elektronik
2629,34,4761623,3,188621,Fashion
2630,56,3676850,2,954600,Makanan
2631,51,5783799,5,2199646,Elektronik
2632,57,7709716,1,336102,Fashion
2633,45,12245367,3,2368003,Makanan
2634,45,5886932,1,1599505,Fashion
2635,54,2432184,3,1206536,Makanan
2636,58,11598333,4,1201054,Fashion
2637,37,4336806,7,572419,Makanan
2638,58,13723552,5,1089339,Makanan
2639,29,9517201,5,480754,Makanan
2640,57,4908087,1,2152985,Makanan
2641,33,2658139,8,1090397,Fashion
2642,25,4970424,4,1346629,Elektronik
2643,57,8592863,5,1197917,Makanan
2644,17,10234955,2,2765680,Makanan
2645,18,8608687,1,1516624,Makanan
2646,64,6105513,9,220002,Makanan
2647,45,8215241,2,2310631,Fashion
2648,49,6317293,6,2937657,Elektronik
2649,26,14859305,1,1902675,Elektronik
2650,56,5061481,1,2556403,Elektronik
2651,37,13120409,9,1105308,Fashion
2652,44,8053912,4,1102063,Elektronik
2653,27,10688458,9,2991286,Fashion
2654,50,14339990,5,2929183,Fashion
2655,24,7604065,7,2504257,Makanan
2656,38,10429747,1,2652562,Fashion
2657,24,11160573,6,1707971,Elektronik
2658,31,2303446,8,2045155,Elektronik
2659,33,5371484,1,2254873,Elektronik
2660,39,3398558,9,2480327,Makanan
2661,40,11374271,3,1444937,Makanan
2662,61,4761158,1,1375501,Makanan
2663,35,3717479,1,2973449,Fashion
2664,21,12187040,6,357311,Elektronik
2665,48,3045716,6,830226,Fashion
2666,60,5823873,1,1904936,Fashion
2667,17,4961937,3,2448895,Elektronik
2668,39,14483246,7,2557143,Makanan
2669,53,13323620,3,519134,Elektronik
2670,24,5693793,3,120687,Fashion
2671,29,8115762,3,2567172,Fashion
2672,24,12509308,7,737619,Makanan
2673,39,4553589,4,2928237,Fashion
2674,59,8197649,4,1709148,Fashion
2675,17,3698413,3,135227,Elektronik
2676,61,12919677,9,147556,Makanan
2677,40,2137799,2,617848,Elektronik
2678,51,6960124,4,339400,Elektronik
2679,40,10570397,8,1627234,Elektronik
2680,33,5817780,6,1103414,Fashion
2681,21,9895945,7,164479,Fashion
2682,36,10151382,7,970638,Makanan
2683,37,6170163,2,1864931,Fashion
2684,56,6628656,4,2714639,Makanan
2685,47,8144138,6,651380,Elektronik
2686,62,7882049,3,437069,Elektronik
2687,52,7688505,9,739182,Fashion
2688,27,11190617,4,2896025,Fashion
2689,31,9687331,2,1905121,Makanan
2690,35,6306080,6,768954,Fashion
2691,23,9073575,1,1718966,Fashion
2692,44,8805080,6,2411965,Fashion
2693,59,2212803,1,2327651,Elektronik
2694,21,4255913,8,524833,Fashion
2695,21,10006546,5,2546085,Fashion
2696,46,8789329,6,2123681,Elektronik
2697,48,12842852,2,2867087,Elektronik
2698,24,6215645,2,2751177,Elektronik
2699,26,8651154,9,2032369,Elektronik
2700,54,11642937,3,1122982,Fashion
2701,63,4870581,6,277894,Fashion
2702,48,9689935,5,1111449,Fashion
2703,64,9015232,4,2272964,Makanan
2704,44,10120459,2,2694901,Elektronik
2705,33,13883287,8,2561078,Fashion
2706,47,7014049,7,1052992,Fashion
2707,24,8600500,2,63448,Fashion
2708,56,2078840,6,1638062,Elektronik
2709,41,7408647,8,2744598,Elektronik
2710,25,2161297,7,549600,Elektronik
2711,18,13358264,1,1018303,Fashion
2712,31,3931375,5,2117940,Elektronik
2713,19,6243460,2,2845519,Fashion
2714,52,4305433,6,115470,Makanan
2715,20,7926069,7,2330480,Elektronik
2716,30,6220242,7,1643603,Elektronik
2717,57,8739202,3,1418906,Fashion
2718,57,4087001,7,2173699,Elektronik
2719,41,4681722,5,1193048,Elektronik
2720,26,5455673,8,1970831,Fashion
2721,37,14985593,8,2853943,Fashion
2722,52,9605502,7,992980,Fashion
2723,28,10261195,6,2880923,Makanan
2724,43,3731530,2,847118,Fashion
2725,56,7358699,6,198608,Elektronik
2726,18,13801243,9,1394782,Makanan
2727,29,8773329,2,1933224,Fashion
2728,48,10530508,1,2288591,Makanan
2729,47,7552612,5,695044,Makanan
2730,32,9089109,6,1056140,Elektronik
2731,48,8829313,3,515406,Makanan
2732,48,13762302,8,2434359,Fashion
2733,50,14366105,7,789906,Makanan
2734,27,8212695,2,558853,Makanan
2735,26,11057483,7,2946277,Elektronik
2736,31,6790287,1,1238889,Elektronik
2737,33,2253078,9,472994,Fashion
2738,56,2368893,7,731326,Elektronik
2739,34,5101883,6,845707,Fashion
2740,25,7398856,2,1144182,Fashion
2741,41,2715295,3,51658,Elektronik
2742,56,3878798,1,2372723,Makanan
2743,30,6000740,5,1171044,Elektronik
2744,41,11381260,9,1506040,Makanan
2745,38,3054212,6,2842239,Makanan
2746,46,4358730,5,615438,Fashion
2747,36,5485001,3,2917660,Fashion
2748,37,4080563,5,1900007,Elektronik
2749,60,12357580,8,1350351,Makanan
2750,48,10672424,2,318520,Elektronik
2751,62,12229428,5,1412393,Fashion
2752,37,6715697,6,2937060,Makanan
2753,51,7243534,8,2654878,Elektronik
2754,48,13064681,8,2769771,Elektronik
2755,46,13065982,5,2682604,Fashion
2756,55,9669510,9,875748,Fashion
2757,28,13113511,4,1822496,Fashion
2758,57,2125851,9,1259207,Fashion
2759,63,4650527,7,375112,Elektronik
2760,34,6861282,6,1762983,Fashion
2761,37,2794878,4,488201,Fashion
2762,29,4053262,2,1301771,Elektronik
2763,37,3937135,8,1574963,Elektronik
2764,24,12796771,6,1602892,Makanan
2765,62,12930004,3,1757806,Elektronik
2766,56,10186565,7,2705534,Makanan
2767,62,8449728,7,2464625,Fashion
2768,23,10614787,6,1082553,Makanan
2769,39,4072171,2,1443858,Makanan
2770,60,14037052,8,2213293,Fashion
2771,48,7460388,1,2300567,Fashion
2772,27,10381660,1,702595,Fashion
2773,38,6544340,6,2029083,Makanan
2774,38,12867948,5,2593963,Elektronik
2775,59,8112240,9,211101,Elektronik
2776,41,3200346,7,2750463,Elektronik
2777,38,10873895,2,1543116,Fashion
2778,44,14372428,7,888394,Fashion
2779,45,8214294,3,744402,Elektronik
2780,29,14356218,1,1710465,Fashion
2781,34,3760399,8,519596,Makanan
2782,18,10684509,3,1183435,Makanan
2783,45,8136062,8,2762373,Fashion
2784,37,13473511,7,880171,Elektronik
2785,31,14523855,2,350877,Elektronik
2786,43,8347572,1,2716829,Makanan
2787,47,8435689,7,210787,Fashion
2788,31,6143403,1,893354,Elektronik
2789,39,4203531,6,1029298,Elektronik
2790,40,3069412,8,2164732,Fashion
2791,60,6415743,7,428044,Fashion
2792,29,12421231,4,2541191,Elektronik
2793,38,11623904,1,1357649,Fashion
2794,59,5303131,1,273080,Fashion
2795,53,8266376,4,2940668,Fashion
2796,49,4953028,5,2753895,Elektronik
2797,19,9490291,7,1473260,Makanan
2798,35,7385909,4,2523836,Fashion
2799,39,2397595,1,2814481,Elektronik
2800,45,8188343,7,2950917,Makanan
2801,46,5793092,2,2617604,Elektronik
2802,55,3731041,2,2901359,Elektronik
2803,60,9734125,8,610956,Elektronik
2804,63,8113100,5,848377,Makanan
2805,41,5590511,2,2773968,Elektronik
2806,53,4417209,5,2193678,Makanan
2807,63,2526925,8,2719157,Fashion
2808,24,8757450,6,1855106,Makanan
2809,58,4925609,3,2656892,Elektronik
2810,32,14296613,8,1580688,Makanan
2811,24,11145155,9,2880861,Elektronik
2812,17,2606752,5,1082540,Fashion
2813,60,3339462,2,1897938,Makanan
2814,21,8827575,2,887769,Fashion
2815,19,12599528,7,2580572,Makanan
2816,17,9687268,1,2167347,Elektronik
2817,20,8117682,2,663517,Makanan
2818,56,9204425,4,1998259,Fashion
2819,51,7158570,1,2259417,Makanan
2820,48,6823416,4,1270502,Fashion
2821,58,7210766,5,2345614,Fashion
2822,50,3137317,9,1392278,Elektronik
2823,59,9358862,1,1887993,Makanan
2824,41,7560068,5,93585,Fashion
2825,26,4957532,2,1314462,Elektronik
2826,37,4166354,9,352408,Elektronik
2827,62,2299189,6,2573694,Elektronik
2828,55,8508850,2,1969824,Fashion
2829,43,3559049,3,2075341,Makanan
